"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Sparkling Hop","Kirin Brewery Company, Limited","74","http://beeradvocate.com/beer/profile/292/40030/?sort=topr","Happoshu","{'Illinois': 4, 'Ohio': 2, 'Maryland': 1, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Australia': 1, 'Iowa': 1, 'Virginia': 2, 'California': 2, 'Massachusetts': 2, 'South Carolina': 1, 'New Hampshire': 1, 'Georgia': 2, 'Quebec (Canada)': 1, 'Florida': 2, 'Arizona': 1, 'Missouri': 1, 'Wisconsin': 2, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 1, 'Japan': 1, 'British Columbia (Canada)': 1}","34","347","32","69","66","117","142","12"
"Coedo Beniaka","Coedo Brewery (Kyodo Shoji Koedo Brewery)","78","http://beeradvocate.com/beer/profile/3551/58111/?sort=topr","Happoshu","{'Australia': 3, 'New Jersey': 1, 'Washington': 1, 'Virginia': 1, 'Oregon': 1, 'Hawaii': 2, 'Pennsylvania': 1, 'District of Columbia': 2, 'California': 5, 'Japan': 2, 'Maryland': 1, 'New York': 1}","21","64","41","28","112","45","15","3"
"Asahi Honnama Aqua Blue","Asahi Breweries Ltd","64","http://beeradvocate.com/beer/profile/716/11968/?sort=topr","Happoshu","{'Australia': 1, 'Washington': 1, 'Minnesota': 1, 'North Carolina': 1, 'California': 1, 'Belgium': 1, 'Japan': 2}","8","30","7","4","7","9","4","0"
"Kirin Tanrei","Kirin Brewery Company, Limited","70","http://beeradvocate.com/beer/profile/292/17982/?sort=topr","Happoshu","{'Georgia': 1, 'Wisconsin': 2, 'California': 4, 'Utah': 1, 'France': 1, 'Delaware': 1, 'Florida': 1, 'Virginia': 1, 'Illinois': 3, 'Connecticut': 1, 'District of Columbia': 1, 'New Hampshire': 1, 'Massachusetts': 1, 'Ohio': 3, 'Japan': 4, 'Maryland': 1, 'Rhode Island': 1, 'United Kingdom (England)': 1, 'Texas': 2, 'British Columbia (Canada)': 1}","32","289","15","35","90","93","53","1"
"Dreadnaught IPA","Three Floyds Brewing Co. &amp; Brewpub","99","http://beeradvocate.com/beer/profile/26/1558/?sort=topr","American Double / Imperial IPA","{'Mississippi': 1, 'Oklahoma': 1, 'Minnesota': 3, 'Illinois': 18, 'Indiana': 3, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Arizona': 2, 'Wisconsin': 5, 'Michigan': 4, 'Virginia': 1, 'Connecticut': 1, 'District of Columbia': 1, 'California': 3, 'Massachusetts': 5, 'West Virginia': 1, 'New Hampshire': 1, 'Alberta (Canada)': 1, 'Vermont': 2, 'Georgia': 1, 'Pennsylvania': 4, 'Florida': 3, 'Kentucky': 1, 'Ohio': 7, 'Colorado': 2, 'Idaho': 1, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 3, 'New York': 9, 'United Kingdom (England)': 1, 'Maine': 1}","100","365","181","663","408","275","556","22"
"Green Flash Imperial India Pale Ale","Green Flash Brewing Co.","91","http://beeradvocate.com/beer/profile/2743/34085/?sort=topr","American Double / Imperial IPA","{'Mississippi': 2, 'Oklahoma': 1, 'Minnesota': 1, 'Illinois': 5, 'Arkansas': 1, 'New Mexico': 1, 'Indiana': 2, 'Maryland': 1, 'Louisiana': 1, 'Texas': 3, 'Ontario (Canada)': 1, 'Arizona': 1, 'Iowa': 2, 'Michigan': 1, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 4, 'District of Columbia': 1, 'New Hampshire': 2, 'Massachusetts': 5, 'California': 7, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 7, 'Florida': 6, 'Nebraska': 1, 'Sweden': 1, 'Australia': 3, 'Kentucky': 2, 'Missouri': 2, 'Wisconsin': 1, 'Alabama': 1, 'Colorado': 2, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 2, 'New York': 6, 'Nevada': 1, 'Maine': 3, 'British Columbia (Canada)': 2}","100","400","172","521","249","232","601","24"
"90 Minute IPA","Dogfish Head Brewery","95","http://beeradvocate.com/beer/profile/10099/2093/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Delaware': 1, 'Minnesota': 2, 'Illinois': 4, 'Indiana': 2, 'Maryland': 1, 'Texas': 3, 'Arizona': 1, 'Wisconsin': 2, 'Michigan': 5, 'Virginia': 2, 'Oregon': 3, 'Connecticut': 1, 'Tennessee': 1, 'California': 14, 'Massachusetts': 4, 'South Carolina': 1, 'Vermont': 2, 'Georgia': 5, 'Pennsylvania': 4, 'Florida': 4, 'Kentucky': 3, 'Rhode Island': 3, 'Missouri': 2, 'Ohio': 1, 'Alabama': 2, 'Mexico': 1, 'New Jersey': 2, 'Washington': 3, 'North Carolina': 1, 'New York': 9, 'District of Columbia': 1, 'Nevada': 1}","100","249","178","280","418","195","474","11"
"Unearthly (Imperial India Pale Ale)","Southern Tier Brewing Company","92","http://beeradvocate.com/beer/profile/3818/28577/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 2, 'Minnesota': 2, 'Illinois': 1, 'Maryland': 2, 'Texas': 1, 'Ontario (Canada)': 23, 'Wisconsin': 2, 'Michigan': 2, 'Virginia': 2, 'Oregon': 1, 'Connecticut': 1, 'Montana': 1, 'California': 3, 'Massachusetts': 4, 'South Carolina': 1, 'Oklahoma': 1, 'Spain': 1, 'Georgia': 1, 'Pennsylvania': 12, 'Florida': 1, 'Kentucky': 1, 'Tennessee': 1, 'District of Columbia': 1, 'Ohio': 3, 'Alabama': 1, 'Rhode Island': 2, 'Colorado': 2, 'Idaho': 1, 'New Jersey': 6, 'Washington': 1, 'North Carolina': 2, 'New York': 11, 'Japan': 1}","100","291","282","406","567","208","531","51"
"Tröegs Perpetual IPA","Tröegs Brewing Company","93","http://beeradvocate.com/beer/profile/694/71969/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Minnesota': 1, 'Illinois': 1, 'Maryland': 4, 'Idaho': 1, 'Ontario (Canada)': 3, 'Korea (North)': 1, 'Michigan': 1, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 4, 'New York': 14, 'New Hampshire': 1, 'Massachusetts': 9, 'West Virginia': 1, 'California': 3, 'Vermont': 3, 'Pennsylvania': 16, 'Quebec (Canada)': 1, 'Florida': 1, 'Rhode Island': 2, 'Ohio': 5, 'Colorado': 1, 'New Jersey': 5, 'Washington': 1, 'North Carolina': 5, 'Tennessee': 3, 'Texas': 2, 'Nevada': 1, 'Maine': 2}","100","509","134","498","281","240","501","35"
"Great Lakes Lake Erie Monster","Great Lakes Brewing Company","90","http://beeradvocate.com/beer/profile/73/18421/?sort=topr","American Double / Imperial IPA","{'Minnesota': 10, 'Illinois': 7, 'Indiana': 3, 'Maryland': 2, 'Texas': 1, 'Ontario (Canada)': 3, 'Wisconsin': 3, 'Michigan': 5, 'Virginia': 3, 'Connecticut': 1, 'Montana': 1, 'California': 2, 'Massachusetts': 3, 'West Virginia': 2, 'Georgia': 1, 'Pennsylvania': 11, 'Florida': 3, 'Kentucky': 4, 'Tennessee': 2, 'Nebraska': 1, 'Missouri': 2, 'Ohio': 10, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 6, 'Washington': 1, 'North Carolina': 1, 'New York': 9}","100","341","163","620","432","230","504","27"
"Harpoon Leviathan","Imperial IPA","91","http://beeradvocate.com/beer/profile/10097/44755/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Delaware': 1, 'Illinois': 4, 'Indiana': 4, 'Maryland': 3, 'Louisiana': 1, 'Texas': 7, 'Ontario (Canada)': 1, 'Australia': 1, 'Wisconsin': 1, 'Michigan': 6, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 3, 'New York': 9, 'New Hampshire': 4, 'Massachusetts': 11, 'Puerto Rico': 1, 'California': 3, 'Pennsylvania': 8, 'Quebec (Canada)': 2, 'Florida': 2, 'Kentucky': 1, 'Ohio': 5, 'Alabama': 2, 'Colorado': 2, 'New Jersey': 4, 'Washington': 2, 'North Carolina': 2, 'Tennessee': 2, 'Maine': 2, 'British Columbia (Canada)': 1}","100","317","226","421","438","236","573","35"
"Mongo","Port Brewing Company / Pizza Port","93","http://beeradvocate.com/beer/profile/5318/55342/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Minnesota': 2, 'Illinois': 3, 'Indiana': 2, 'Maryland': 3, 'Texas': 1, 'Ontario (Canada)': 1, 'Korea (North)': 1, 'Australia': 2, 'Iowa': 1, 'Arizona': 1, 'Michigan': 3, 'Virginia': 5, 'Oregon': 1, 'Connecticut': 3, 'Tennessee': 1, 'California': 12, 'Massachusetts': 8, 'South Carolina': 3, 'Spain': 2, 'Georgia': 7, 'Pennsylvania': 6, 'Florida': 4, 'Kentucky': 2, 'Rhode Island': 1, 'Nebraska': 1, 'District of Columbia': 1, 'Ohio': 1, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 8, 'Washington': 1, 'New York': 6, 'Montana': 1, 'Nevada': 1}","100","361","146","643","251","266","547","32"
"Pliny The Elder","Russian River Brewing Company","100","http://beeradvocate.com/beer/profile/863/7971/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Minnesota': 3, 'Illinois': 5, 'New Mexico': 2, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 1, 'Texas': 3, 'Wisconsin': 4, 'Michigan': 2, 'Kansas': 1, 'Virginia': 2, 'Oregon': 3, 'Connecticut': 1, 'California': 20, 'Massachusetts': 4, 'West Virginia': 1, 'South Carolina': 1, 'New Hampshire': 1, 'Germany': 1, 'Alberta (Canada)': 2, 'Vermont': 3, 'Pennsylvania': 9, 'Denmark': 1, 'Florida': 2, 'Kentucky': 1, 'Rhode Island': 2, 'Ohio': 3, 'Alabama': 1, 'Colorado': 3, 'New Jersey': 2, 'North Carolina': 1, 'New York': 4, 'United Kingdom (England)': 1}","100","467","100","505","214","214","457","17"
"Founders Double Trouble","Founders Brewing Company","94","http://beeradvocate.com/beer/profile/1199/34146/?sort=topr","American Double / Imperial IPA","{'Mississippi': 1, 'Minnesota': 3, 'Illinois': 8, 'Indiana': 2, 'Maryland': 4, 'Ontario (Canada)': 3, 'Iowa': 3, 'Wisconsin': 1, 'Michigan': 5, 'Virginia': 6, 'Connecticut': 1, 'Tennessee': 1, 'California': 3, 'Massachusetts': 7, 'West Virginia': 2, 'South Carolina': 2, 'Spain': 1, 'Pennsylvania': 8, 'Florida': 3, 'Kentucky': 4, 'Ohio': 2, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 5, 'Washington': 1, 'New York': 15, 'Maine': 1}","100","472","134","640","299","244","531","11"
"Double Jack","Firestone Walker Brewing Co.","97","http://beeradvocate.com/beer/profile/2210/50697/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 1, 'Minnesota': 3, 'Illinois': 7, 'New Mexico': 2, 'Maryland': 5, 'Texas': 5, 'Arizona': 1, 'Wisconsin': 1, 'Michigan': 1, 'Virginia': 4, 'Oregon': 2, 'Connecticut': 1, 'Montana': 1, 'California': 11, 'Massachusetts': 6, 'West Virginia': 1, 'Oklahoma': 1, 'Vermont': 4, 'Georgia': 1, 'Pennsylvania': 12, 'Quebec (Canada)': 1, 'Florida': 1, 'Hawaii': 1, 'Kentucky': 1, 'Ohio': 2, 'Colorado': 1, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 1, 'New York': 12}","100","381","172","629","381","272","472","12"
"Ruination Tenth Anniversary IPA","Stone Brewing Co.","97","http://beeradvocate.com/beer/profile/147/82250/?sort=topr","American Double / Imperial IPA","{'Delaware': 2, 'Minnesota': 4, 'Illinois': 2, 'Indiana': 4, 'Maryland': 2, 'Louisiana': 1, 'Texas': 3, 'Ontario (Canada)': 3, 'Arizona': 1, 'Wisconsin': 1, 'Michigan': 3, 'Virginia': 3, 'Connecticut': 2, 'District of Columbia': 2, 'California': 9, 'Massachusetts': 2, 'Georgia': 2, 'Pennsylvania': 18, 'Quebec (Canada)': 1, 'Florida': 5, 'Kentucky': 1, 'Rhode Island': 3, 'Missouri': 2, 'Ohio': 2, 'Colorado': 2, 'New Jersey': 5, 'Washington': 1, 'North Carolina': 2, 'New York': 8, 'British Columbia (Canada)': 1}","100","333","205","624","432","230","741","17"
"Double-Wide I.P.A.","Boulevard Brewing Co.","89","http://beeradvocate.com/beer/profile/423/39639/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 3, 'Delaware': 1, 'Minnesota': 2, 'Illinois': 4, 'Netherlands': 1, 'Arkansas': 1, 'Maryland': 4, 'Texas': 2, 'Ontario (Canada)': 1, 'Wisconsin': 1, 'Iowa': 1, 'Kansas': 5, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 2, 'Tennessee': 2, 'California': 12, 'Massachusetts': 4, 'West Virginia': 1, 'South Carolina': 1, 'Georgia': 9, 'Pennsylvania': 6, 'Florida': 1, 'Kentucky': 1, 'Missouri': 3, 'Ohio': 2, 'Colorado': 3, 'New Jersey': 2, 'Washington': 5, 'North Carolina': 9, 'New York': 2, 'Nevada': 1, 'Maine': 1}","100","212","213","411","386","233","514","19"
"471 IPA","Breckenridge Brewery","88","http://beeradvocate.com/beer/profile/2137/22527/?sort=topr","American Double / Imperial IPA","{'Iowa': 1, 'Oklahoma': 2, 'Minnesota': 2, 'Illinois': 3, 'Maryland': 2, 'Texas': 1, 'Ontario (Canada)': 1, 'Arizona': 2, 'Wisconsin': 1, 'Michigan': 2, 'Kansas': 1, 'Virginia': 6, 'Oregon': 1, 'Connecticut': 3, 'District of Columbia': 2, 'California': 3, 'Massachusetts': 4, 'West Virginia': 1, 'South Carolina': 3, 'Vermont': 1, 'Georgia': 4, 'Pennsylvania': 14, 'Florida': 4, 'Kentucky': 1, 'Rhode Island': 1, 'Missouri': 1, 'Ohio': 6, 'Colorado': 6, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 1, 'New York': 12, 'Maine': 1}","100","342","186","470","391","207","537","19"
"G'Knight Imperial Red Ale","Oskar Blues Brewing Company","92","http://beeradvocate.com/beer/profile/28907/8919/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Minnesota': 1, 'Illinois': 10, 'Indiana': 2, 'Texas': 3, 'Ontario (Canada)': 2, 'Wisconsin': 3, 'Iowa': 1, 'Michigan': 4, 'Virginia': 4, 'Connecticut': 3, 'Montana': 2, 'New Hampshire': 1, 'Massachusetts': 3, 'West Virginia': 1, 'South Carolina': 1, 'California': 6, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 8, 'Florida': 1, 'Alaska': 1, 'Kentucky': 3, 'Rhode Island': 1, 'Missouri': 1, 'Ohio': 7, 'Alabama': 2, 'Colorado': 5, 'New Jersey': 3, 'Washington': 2, 'North Carolina': 3, 'New York': 8, 'United Kingdom (England)': 1, 'Nevada': 1}","100","288","189","462","573","255","547","30"
"Ruination IPA","Stone Brewing Co.","96","http://beeradvocate.com/beer/profile/147/4083/?sort=topr","American Double / Imperial IPA","{'Mississippi': 1, 'Oklahoma': 1, 'Minnesota': 4, 'Illinois': 6, 'Indiana': 1, 'Maryland': 4, 'Texas': 3, 'Ontario (Canada)': 2, 'Arizona': 1, 'Michigan': 5, 'Virginia': 2, 'Oregon': 2, 'California': 10, 'Massachusetts': 2, 'South Carolina': 1, 'New Hampshire': 2, 'Vermont': 2, 'Georgia': 1, 'Pennsylvania': 5, 'Florida': 3, 'Alaska': 1, 'Kentucky': 2, 'Rhode Island': 1, 'Sweden': 1, 'Missouri': 1, 'Ohio': 1, 'Alabama': 1, 'Colorado': 3, 'Mexico': 1, 'New Jersey': 2, 'Washington': 7, 'North Carolina': 3, 'New York': 9, 'Japan': 1, 'United Kingdom (England)': 1, 'Nevada': 1, 'Maine': 1}","100","360","140","516","263","219","659","19"
"Founders Devil Dancer","Founders Brewing Company","89","http://beeradvocate.com/beer/profile/1199/17538/?sort=topr","American Double / Imperial IPA","{'Minnesota': 3, 'Illinois': 6, 'Indiana': 2, 'Maryland': 2, 'Texas': 1, 'Ontario (Canada)': 3, 'Iowa': 1, 'Wisconsin': 7, 'Michigan': 8, 'Virginia': 2, 'California': 2, 'Massachusetts': 3, 'West Virginia': 1, 'Belgium': 1, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 8, 'Quebec (Canada)': 1, 'Florida': 5, 'Kentucky': 2, 'Rhode Island': 2, 'South Carolina': 3, 'Nebraska': 1, 'Missouri': 1, 'Ohio': 4, 'Colorado': 3, 'New Jersey': 7, 'Washington': 1, 'North Carolina': 3, 'New York': 7, 'Maine': 1, 'British Columbia (Canada)': 1}","100","226","285","417","539","204","627","19"
"Stoudt's Double IPA (India Pale Ale)","Stoudts Brewing Co.","89","http://beeradvocate.com/beer/profile/394/20470/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 1, 'Illinois': 8, 'Georgia': 3, 'Indiana': 4, 'Maryland': 3, 'Louisiana': 2, 'Texas': 3, 'Ontario (Canada)': 3, 'Michigan': 7, 'Virginia': 8, 'Connecticut': 1, 'New York': 6, 'California': 2, 'Massachusetts': 3, 'South Carolina': 1, 'Netherlands': 1, 'Pennsylvania': 19, 'Florida': 4, 'Missouri': 1, 'Ohio': 3, 'Colorado': 1, 'New Jersey': 7, 'North Carolina': 2, 'Tennessee': 3, 'Montana': 1, 'District of Columbia': 1, 'Nevada': 1}","100","348","162","558","472","229","521","23"
"Pure Hoppiness","Alpine Beer Company","97","http://beeradvocate.com/beer/profile/3120/7597/?sort=topr","American Double / Imperial IPA","{'Minnesota': 2, 'Illinois': 6, 'New Mexico': 1, 'Indiana': 3, 'Maryland': 2, 'Texas': 1, 'Ontario (Canada)': 3, 'Wisconsin': 1, 'Michigan': 3, 'Oregon': 1, 'Connecticut': 1, 'District of Columbia': 3, 'California': 23, 'Massachusetts': 7, 'New Hampshire': 2, 'Vermont': 1, 'Pennsylvania': 7, 'Florida': 4, 'Hawaii': 1, 'Kentucky': 3, 'Missouri': 1, 'Ohio': 5, 'Colorado': 3, 'New Jersey': 4, 'Washington': 3, 'New York': 8}","100","457","162","640","259","282","660","11"
"Hercules Double IPA","Great Divide Brewing Company","93","http://beeradvocate.com/beer/profile/158/17060/?sort=topr","American Double / Imperial IPA","{'Mississippi': 1, 'Iowa': 1, 'Oklahoma': 2, 'Minnesota': 2, 'Illinois': 2, 'Indiana': 1, 'Maryland': 2, 'Texas': 3, 'Ontario (Canada)': 3, 'Arizona': 1, 'Wisconsin': 1, 'United Kingdom (Scotland)': 1, 'Virginia': 3, 'Oregon': 1, 'District of Columbia': 1, 'California': 8, 'Massachusetts': 6, 'West Virginia': 2, 'South Carolina': 2, 'China': 1, 'Spain': 1, 'Vermont': 2, 'Georgia': 2, 'Pennsylvania': 6, 'Quebec (Canada)': 1, 'Florida': 3, 'Kentucky': 1, 'Rhode Island': 2, 'Sweden': 1, 'Missouri': 1, 'Switzerland': 1, 'Ohio': 2, 'Alabama': 1, 'Colorado': 5, 'Idaho': 1, 'New Jersey': 2, 'Washington': 2, 'North Carolina': 6, 'New York': 10}","100","303","196","462","485","205","522","28"
"Double Dog Double Pale Ale","Flying Dog Brewery","89","http://beeradvocate.com/beer/profile/68/35754/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 1, 'Delaware': 4, 'Minnesota': 2, 'Illinois': 3, 'Georgia': 2, 'Indiana': 1, 'Maryland': 10, 'Texas': 4, 'Ontario (Canada)': 1, 'Wisconsin': 1, 'Iowa': 2, 'Michigan': 3, 'Virginia': 5, 'Oregon': 2, 'Connecticut': 1, 'District of Columbia': 3, 'California': 12, 'Massachusetts': 4, 'South Carolina': 2, 'China': 1, 'Netherlands': 1, 'Pennsylvania': 9, 'Finland': 2, 'Florida': 2, 'Kentucky': 1, 'Arizona': 1, 'Ohio': 2, 'Alabama': 3, 'Colorado': 1, 'New Jersey': 2, 'Washington': 2, 'North Carolina': 1, 'New York': 6}","100","239","243","300","531","210","507","20"
"Lagunitas Sucks Brown Shugga Substitute Ale","Lagunitas Brewing Company","97","http://beeradvocate.com/beer/profile/220/74986/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 1, 'Wyoming': 1, 'Minnesota': 2, 'Illinois': 8, 'New Mexico': 1, 'Indiana': 2, 'Maryland': 5, 'Texas': 1, 'Ontario (Canada)': 2, 'Arizona': 2, 'Wisconsin': 1, 'Michigan': 3, 'Kansas': 1, 'Virginia': 4, 'Connecticut': 3, 'District of Columbia': 1, 'New Hampshire': 1, 'Massachusetts': 2, 'West Virginia': 2, 'California': 9, 'Vermont': 2, 'Georgia': 3, 'Pennsylvania': 10, 'Florida': 1, 'Kentucky': 3, 'Tennessee': 1, 'Missouri': 1, 'Ohio': 6, 'Rhode Island': 1, 'Colorado': 4, 'New Jersey': 2, 'Washington': 5, 'New York': 7, 'Maine': 1, 'British Columbia (Canada)': 1}","100","405","135","506","264","224","458","15"
"Double Simcoe IPA","Weyerbacher Brewing Co.","92","http://beeradvocate.com/beer/profile/392/30288/?sort=topr","American Double / Imperial IPA","{'Mississippi': 1, 'Delaware': 4, 'Minnesota': 3, 'Illinois': 4, 'Indiana': 2, 'Maryland': 2, 'Texas': 1, 'Ontario (Canada)': 1, 'Wisconsin': 1, 'Michigan': 2, 'Kansas': 1, 'Slovenia': 1, 'Connecticut': 5, 'Tennessee': 1, 'California': 1, 'Massachusetts': 7, 'South Carolina': 2, 'New Hampshire': 2, 'Spain': 1, 'Vermont': 3, 'Georgia': 4, 'Pennsylvania': 15, 'Quebec (Canada)': 1, 'Florida': 5, 'Kentucky': 2, 'Rhode Island': 2, 'Nebraska': 1, 'District of Columbia': 1, 'Ohio': 2, 'Colorado': 3, 'Idaho': 1, 'New Jersey': 3, 'North Carolina': 1, 'New York': 9, 'Maine': 1, 'British Columbia (Canada)': 1}","100","237","299","528","451","217","578","20"
"Sierra Nevada Hoptimum Imperial IPA","Sierra Nevada Brewing Co.","93","http://beeradvocate.com/beer/profile/140/55939/?sort=topr","American Double / Imperial IPA","{'Illinois': 9, 'Indiana': 2, 'Louisiana': 1, 'Texas': 5, 'Ontario (Canada)': 2, 'Arizona': 1, 'Wisconsin': 1, 'Michigan': 3, 'Utah': 2, 'Virginia': 3, 'Oregon': 1, 'Connecticut': 1, 'Tennessee': 2, 'Germany': 1, 'Massachusetts': 5, 'South Carolina': 1, 'California': 12, 'Georgia': 2, 'Pennsylvania': 12, 'Quebec (Canada)': 2, 'Florida': 4, 'Kentucky': 2, 'Rhode Island': 3, 'Australia': 2, 'Missouri': 1, 'Ohio': 1, 'South Dakota': 1, 'New Jersey': 4, 'New York': 6, 'Nevada': 1}","100","306","156","369","261","214","749","32"
"Burton Baton","Dogfish Head Brewery","94","http://beeradvocate.com/beer/profile/10099/18862/?sort=topr","American Double / Imperial IPA","{'Delaware': 1, 'Minnesota': 2, 'Illinois': 5, 'New Mexico': 1, 'Indiana': 3, 'Maryland': 1, 'Texas': 3, 'Ontario (Canada)': 1, 'Wisconsin': 1, 'Michigan': 11, 'Utah': 1, 'Virginia': 1, 'Oregon': 3, 'Connecticut': 3, 'Tennessee': 1, 'California': 3, 'Massachusetts': 7, 'South Carolina': 1, 'Vermont': 1, 'Georgia': 3, 'Pennsylvania': 13, 'Quebec (Canada)': 1, 'Florida': 4, 'Kentucky': 1, 'Missouri': 1, 'Ohio': 7, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 2, 'New York': 8, 'Nevada': 1, 'Maine': 1}","100","235","406","348","488","218","463","21"
"Hop Stoopid","Lagunitas Brewing Company","94","http://beeradvocate.com/beer/profile/220/35738/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 2, 'Missouri': 1, 'Minnesota': 1, 'Illinois': 9, 'Arkansas': 1, 'Indiana': 1, 'Maryland': 3, 'Texas': 6, 'Ontario (Canada)': 2, 'Wisconsin': 1, 'Michigan': 3, 'Virginia': 2, 'Oregon': 1, 'Connecticut': 1, 'Montana': 2, 'California': 8, 'Massachusetts': 4, 'West Virginia': 1, 'South Carolina': 2, 'Oklahoma': 1, 'Vermont': 3, 'Georgia': 2, 'Pennsylvania': 6, 'Quebec (Canada)': 1, 'Florida': 4, 'Kentucky': 2, 'Rhode Island': 1, 'District of Columbia': 2, 'Ohio': 4, 'Alabama': 2, 'Colorado': 3, 'New Jersey': 1, 'Washington': 1, 'North Carolina': 1, 'New York': 9, 'Nevada': 2, 'Maine': 1}","100","387","150","584","318","239","682","23"
