"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Miller Chill","Miller Brewing Co.","49","http://beeradvocate.com/beer/profile/105/35735/?sort=topr","Light Lager","{'Alberta (Canada)': 4, 'Minnesota': 2, 'Illinois': 9, 'Indiana': 3, 'Maryland': 1, 'Louisiana': 2, 'Texas': 4, 'Ontario (Canada)': 7, 'Australia': 2, 'Wisconsin': 4, 'Michigan': 4, 'Korea (South)': 1, 'Utah': 1, 'Virginia': 6, 'Oregon': 1, 'Montana': 1, 'California': 2, 'Massachusetts': 2, 'South Carolina': 1, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 9, 'Quebec (Canada)': 2, 'Florida': 5, 'Kentucky': 1, 'Rhode Island': 1, 'Arizona': 1, 'Missouri': 1, 'Ohio': 2, 'Alabama': 1, 'Colorado': 4, 'Idaho': 1, 'Mexico': 1, 'New Jersey': 4, 'Washington': 2, 'North Carolina': 2, 'United Kingdom (England)': 1, 'Nevada': 1, 'Maine': 2}","100","568","20","93","73","221","38","0"
"Labatt Blue Light","Labatt Brewing Company Ltd.","54","http://beeradvocate.com/beer/profile/478/1823/?sort=topr","Light Lager","{'Alberta (Canada)': 3, 'Minnesota': 4, 'Illinois': 4, 'Louisiana': 1, 'Ontario (Canada)': 4, 'Iowa': 1, 'Wisconsin': 2, 'Michigan': 14, 'Utah': 1, 'Virginia': 2, 'Connecticut': 2, 'Montana': 1, 'New Hampshire': 2, 'Massachusetts': 1, 'South Carolina': 1, 'Yukon (Canada)': 1, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 12, 'Florida': 1, 'Missouri': 1, 'Ohio': 6, 'Alabama': 1, 'Colorado': 2, 'New Jersey': 2, 'North Carolina': 4, 'New York': 22, 'Maine': 1}","100","818","32","68","148","222","83","5"
"Omission Lager (Gluten-Free)","Widmer Brothers Brewing Company","74","http://beeradvocate.com/beer/profile/8/80236/?sort=topr","Light Lager","{'Pennsylvania': 1, 'Iowa': 1, 'Washington': 1, 'New Jersey': 1, 'Utah': 1, 'Oklahoma': 1, 'Florida': 1, 'Minnesota': 1, 'Oregon': 2, 'Illinois': 3, 'North Carolina': 1, 'Montana': 1, 'New Hampshire': 3, 'Massachusetts': 5, 'South Carolina': 1, 'California': 2, 'New York': 2, 'Texas': 1, 'New Mexico': 1}","30","327","27","60","79","83","69","6"
"Bud Light Lime","Anheuser-Busch","54","http://beeradvocate.com/beer/profile/29/41821/?sort=topr","Light Lager","{'Oklahoma': 1, 'Minnesota': 2, 'Illinois': 5, 'New Mexico': 1, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 2, 'Texas': 2, 'Ontario (Canada)': 3, 'Iowa': 1, 'Wisconsin': 1, 'Michigan': 7, 'Virginia': 2, 'Oregon': 1, 'Connecticut': 1, 'Montana': 1, 'California': 5, 'Massachusetts': 6, 'South Carolina': 1, 'New Hampshire': 1, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 6, 'Florida': 9, 'Kentucky': 2, 'Tennessee': 1, 'Nebraska': 1, 'Missouri': 5, 'Ohio': 5, 'Alabama': 1, 'Colorado': 3, 'New Jersey': 2, 'Washington': 1, 'North Carolina': 2, 'New York': 6, 'Nevada': 1, 'Maine': 1}","100","703","44","100","109","254","68","2"
"Old Milwaukee Light","Pabst Brewing Company","61","http://beeradvocate.com/beer/profile/447/2260/?sort=topr","Light Lager","{'Alberta (Canada)': 1, 'Minnesota': 7, 'Illinois': 2, 'Indiana': 1, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 2, 'Wisconsin': 3, 'Michigan': 4, 'Montana': 1, 'New Hampshire': 1, 'Massachusetts': 3, 'South Carolina': 1, 'California': 2, 'Pennsylvania': 5, 'Florida': 1, 'Rhode Island': 1, 'Nebraska': 2, 'Missouri': 3, 'Ohio': 3, 'Colorado': 1, 'New Jersey': 2, 'Tennessee': 1, 'Nevada': 1}","51","392","12","21","54","83","63","0"
"Milwaukee's Best Light","Miller Brewing Co.","47","http://beeradvocate.com/beer/profile/105/2768/?sort=topr","Light Lager","{'Oklahoma': 1, 'Minnesota': 4, 'Illinois': 8, 'Arkansas': 1, 'Indiana': 3, 'Maryland': 2, 'Louisiana': 1, 'Texas': 6, 'Iowa': 1, 'Wisconsin': 4, 'Michigan': 10, 'Utah': 1, 'Virginia': 4, 'Connecticut': 1, 'Tennessee': 1, 'California': 3, 'South Carolina': 2, 'New Hampshire': 1, 'Pennsylvania': 11, 'Florida': 3, 'Kentucky': 1, 'Nebraska': 1, 'Missouri': 5, 'Ohio': 9, 'Alabama': 1, 'Colorado': 3, 'Saskatchewan (Canada)': 1, 'North Carolina': 5, 'Austria': 1, 'New York': 3, 'Nevada': 1}","100","712","31","69","103","209","111","0"
"Yuengling Light Lager","Yuengling Brewery ","67","http://beeradvocate.com/beer/profile/23980/3347/?sort=topr","Light Lager","{'Minnesota': 3, 'Illinois': 1, 'Indiana': 1, 'Maryland': 5, 'Louisiana': 1, 'Texas': 1, 'Wisconsin': 1, 'Michigan': 1, 'Virginia': 5, 'Oregon': 1, 'New York': 4, 'California': 3, 'Massachusetts': 1, 'West Virginia': 2, 'South Carolina': 5, 'New Hampshire': 1, 'Vermont': 1, 'Georgia': 3, 'Pennsylvania': 24, 'Florida': 2, 'Kentucky': 1, 'Rhode Island': 1, 'District of Columbia': 1, 'Ohio': 11, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 7, 'North Carolina': 7, 'Tennessee': 3, 'Maine': 1}","100","803","86","75","224","207","134","6"
"Sankaty Light","Cisco Brewers Inc.","80","http://beeradvocate.com/beer/profile/261/23628/?sort=topr","Light Lager","{'Korea (North)': 1, 'Georgia': 2, 'Colorado': 1, 'Pennsylvania': 8, 'Michigan': 1, 'Washington': 2, 'Illinois': 1, 'New Jersey': 5, 'Connecticut': 6, 'New York': 7, 'New Hampshire': 4, 'Massachusetts': 20, 'South Carolina': 1, 'Rhode Island': 4, 'Maine': 1, 'Texas': 1, 'Ontario (Canada)': 1}","66","608","73","115","133","136","173","13"
"Heineken Premium Light Lager","Heineken Nederland B.V.","57","http://beeradvocate.com/beer/profile/81/22478/?sort=topr","Light Lager","{'Alberta (Canada)': 1, 'Minnesota': 2, 'Illinois': 4, 'Arkansas': 1, 'Indiana': 1, 'Maryland': 3, 'Louisiana': 1, 'Texas': 2, 'Ontario (Canada)': 1, 'Arizona': 1, 'Wisconsin': 3, 'Michigan': 6, 'Utah': 1, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 2, 'Montana': 1, 'California': 3, 'Massachusetts': 9, 'South Carolina': 2, 'New Hampshire': 1, 'Vermont': 1, 'Georgia': 4, 'Pennsylvania': 8, 'Florida': 2, 'Kentucky': 1, 'Rhode Island': 1, 'Missouri': 2, 'Ohio': 3, 'Alabama': 5, 'Colorado': 2, 'Mexico': 1, 'New Jersey': 7, 'North Carolina': 3, 'New York': 9, 'Nevada': 1}","100","851","23","76","108","266","122","2"
"Budweiser Select 55","Anheuser-Busch","44","http://beeradvocate.com/beer/profile/29/52480/?sort=topr","Light Lager","{'Alberta (Canada)': 2, 'Minnesota': 5, 'Illinois': 5, 'Indiana': 1, 'Louisiana': 2, 'Texas': 5, 'Arizona': 1, 'Iowa': 1, 'Michigan': 2, 'Utah': 1, 'Virginia': 3, 'Oregon': 3, 'Connecticut': 3, 'Montana': 1, 'California': 3, 'Massachusetts': 5, 'South Carolina': 2, 'New Hampshire': 2, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 7, 'Florida': 4, 'Kentucky': 3, 'Rhode Island': 1, 'Missouri': 5, 'Ohio': 6, 'Alabama': 1, 'New Jersey': 3, 'Saskatchewan (Canada)': 1, 'Washington': 4, 'North Carolina': 3, 'New York': 8, 'Nevada': 1, 'British Columbia (Canada)': 2}","100","836","30","75","88","228","69","1"
"Amstel Light","Amstel Brouwerij B. V.","58","http://beeradvocate.com/beer/profile/163/436/?sort=topr","Light Lager","{'Alberta (Canada)': 1, 'Delaware': 1, 'Minnesota': 3, 'Illinois': 7, 'Georgia': 2, 'Indiana': 2, 'Maryland': 2, 'Louisiana': 2, 'Texas': 5, 'Ontario (Canada)': 1, 'Wisconsin': 4, 'Michigan': 2, 'Kansas': 1, 'Utah': 1, 'Virginia': 2, 'Oregon': 1, 'Connecticut': 3, 'Montana': 1, 'California': 6, 'Massachusetts': 7, 'South Carolina': 2, 'Vermont': 1, 'Netherlands': 1, 'Pennsylvania': 11, 'Florida': 2, 'Kentucky': 2, 'Tennessee': 1, 'Missouri': 2, 'Ohio': 4, 'Alabama': 1, 'New Jersey': 8, 'North Carolina': 3, 'New York': 7}","100","827","45","56","102","229","134","7"
"Red Stripe Light","Desnoes &amp; Geddes Limited","63","http://beeradvocate.com/beer/profile/221/17627/?sort=topr","Light Lager","{'Minnesota': 2, 'Illinois': 4, 'New Mexico': 1, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Arizona': 1, 'Iowa': 3, 'Michigan': 1, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 1, 'New York': 4, 'New Hampshire': 1, 'Massachusetts': 2, 'California': 2, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 4, 'Florida': 2, 'Rhode Island': 1, 'Nebraska': 1, 'Missouri': 1, 'Ohio': 1, 'Alabama': 1, 'Colorado': 3, 'New Jersey': 1, 'North Carolina': 2, 'District of Columbia': 1, 'United Kingdom (England)': 1}","48","448","25","28","92","120","67","0"
"Miller Lite","Miller Brewing Co.","53","http://beeradvocate.com/beer/profile/105/332/?sort=topr","Light Lager","{'Mississippi': 1, 'Oklahoma': 1, 'Minnesota': 4, 'Illinois': 11, 'Arkansas': 1, 'New Mexico': 2, 'Indiana': 2, 'Maryland': 1, 'Louisiana': 1, 'Texas': 3, 'Australia': 1, 'Wisconsin': 7, 'Michigan': 8, 'Kansas': 1, 'Virginia': 2, 'Oregon': 1, 'Tennessee': 1, 'California': 2, 'Massachusetts': 3, 'West Virginia': 1, 'South Carolina': 2, 'New Hampshire': 1, 'Georgia': 1, 'Pennsylvania': 6, 'Florida': 4, 'Kentucky': 2, 'Nebraska': 1, 'Missouri': 3, 'Ohio': 4, 'Colorado': 1, 'New Jersey': 2, 'North Carolina': 5, 'New York': 6, 'Montana': 1, 'Maine': 3}","100","789","45","46","125","224","159","5"
"Kirin Light Beer","Kirin Brewery Company, Limited","57","http://beeradvocate.com/beer/profile/292/5287/?sort=topr","Light Lager","{'Minnesota': 1, 'Illinois': 1, 'Arkansas': 1, 'Indiana': 2, 'Texas': 5, 'Arizona': 1, 'Iowa': 1, 'Michigan': 2, 'Utah': 1, 'Virginia': 3, 'Connecticut': 1, 'California': 5, 'Massachusetts': 2, 'South Carolina': 1, 'Georgia': 4, 'Pennsylvania': 6, 'Florida': 5, 'Kentucky': 2, 'Missouri': 1, 'Ohio': 1, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 1, 'New York': 1, 'Nevada': 1}","55","453","15","41","68","149","72","5"
"Miller 64","Miller Brewing Co.","48","http://beeradvocate.com/beer/profile/105/43043/?sort=topr","Light Lager","{'Alberta (Canada)': 1, 'Minnesota': 4, 'Illinois': 13, 'Indiana': 2, 'Maryland': 1, 'Louisiana': 1, 'Texas': 3, 'Wisconsin': 3, 'Michigan': 5, 'Utah': 1, 'Virginia': 3, 'Oregon': 2, 'Connecticut': 1, 'Montana': 1, 'California': 2, 'Massachusetts': 4, 'West Virginia': 1, 'South Carolina': 2, 'New Hampshire': 2, 'Oklahoma': 1, 'Georgia': 3, 'Pennsylvania': 11, 'Florida': 4, 'Missouri': 3, 'Ohio': 7, 'Alabama': 1, 'New York': 2, 'Colorado': 1, 'New Jersey': 4, 'Washington': 2, 'North Carolina': 6, 'Tennessee': 1, 'Maine': 1}","100","842","27","54","105","252","77","1"
"Southpaw Light","Miller Brewing Co.","59","http://beeradvocate.com/beer/profile/105/1248/?sort=topr","Light Lager","{'Mississippi': 1, 'Georgia': 4, 'Iowa': 1, 'New York': 1, 'Florida': 1, 'Virginia': 3, 'North Carolina': 5, 'Cambodia': 1, 'New Jersey': 3, 'Tennessee': 4, 'Kentucky': 2, 'District of Columbia': 1, 'Ohio': 1, 'South Carolina': 2, 'Indiana': 1, 'Alabama': 3, 'Nevada': 1, 'Ontario (Canada)': 1, 'Texas': 5, 'Wisconsin': 1}","46","305","8","22","42","60","70","2"
"Beck's Light","Brauerei Beck &amp; Co.","57","http://beeradvocate.com/beer/profile/32/3008/?sort=topr","Light Lager","{'Oklahoma': 1, 'Minnesota': 4, 'Illinois': 1, 'Ohio': 2, 'Louisiana': 1, 'Texas': 1, 'Arizona': 1, 'Iowa': 1, 'Michigan': 3, 'Utah': 1, 'Virginia': 4, 'Connecticut': 2, 'California': 6, 'Massachusetts': 6, 'West Virginia': 1, 'South Carolina': 2, 'Pennsylvania': 5, 'Florida': 2, 'Nebraska': 1, 'Missouri': 1, 'Wisconsin': 2, 'Alabama': 1, 'Idaho': 1, 'New Jersey': 4, 'North Carolina': 1, 'New York': 7, 'Nevada': 2, 'Maine': 1}","65","533","14","32","55","122","81","0"
"Molson Canadian Light","Molson Coors Canada","65","http://beeradvocate.com/beer/profile/433/5583/?sort=topr","Light Lager","{'Vermont': 1, 'Australia': 1, 'Iowa': 1, 'Colorado': 3, 'Pennsylvania': 6, 'Michigan': 4, 'Minnesota': 1, 'North Carolina': 1, 'Illinois': 1, 'New Jersey': 3, 'Connecticut': 1, 'New York': 6, 'New Hampshire': 2, 'Massachusetts': 4, 'Missouri': 1, 'Ohio': 2, 'Maryland': 1, 'Rhode Island': 1, 'Alberta (Canada)': 1, 'Ontario (Canada)': 1}","42","400","21","27","70","78","71","6"
"Miller High Life Light","Miller Brewing Co.","55","http://beeradvocate.com/beer/profile/105/2295/?sort=topr","Light Lager","{'Mississippi': 1, 'Oklahoma': 1, 'Minnesota': 5, 'Illinois': 6, 'Ohio': 6, 'Indiana': 5, 'Maryland': 1, 'Louisiana': 1, 'Texas': 7, 'Ontario (Canada)': 1, 'Arizona': 1, 'Iowa': 3, 'Croatia (Hrvatska)': 1, 'Michigan': 6, 'Utah': 1, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 2, 'Montana': 1, 'California': 3, 'South Carolina': 1, 'New Hampshire': 1, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 8, 'Florida': 4, 'Kentucky': 1, 'Rhode Island': 1, 'Missouri': 1, 'Wisconsin': 6, 'Alabama': 1, 'Colorado': 4, 'New Jersey': 5, 'North Carolina': 3, 'New York': 2, 'Nevada': 1}","100","835","45","48","132","237","97","1"
"Michelob Golden Draft Light","Anheuser-Busch","57","http://beeradvocate.com/beer/profile/29/2639/?sort=topr","Light Lager","{'Minnesota': 41, 'Illinois': 6, 'Ohio': 1, 'Indiana': 2, 'Maryland': 1, 'Louisiana': 2, 'Texas': 3, 'Wisconsin': 4, 'Michigan': 3, 'Utah': 1, 'California': 1, 'South Carolina': 1, 'Pennsylvania': 4, 'Florida': 1, 'Rhode Island': 1, 'Nebraska': 1, 'Missouri': 5, 'Iowa': 4, 'South Dakota': 1, 'Colorado': 1, 'Saskatchewan (Canada)': 1, 'Washington': 1, 'Nevada': 1}","88","743","42","62","107","181","64","2"
"Keystone Light","Coors Brewing Company","46","http://beeradvocate.com/beer/profile/306/1341/?sort=topr","Light Lager","{'Oklahoma': 1, 'Delaware': 1, 'Minnesota': 2, 'Illinois': 7, 'Arkansas': 1, 'Indiana': 3, 'Maryland': 3, 'Bolivia': 1, 'Louisiana': 2, 'Texas': 3, 'Ontario (Canada)': 5, 'Wisconsin': 2, 'Iowa': 2, 'Michigan': 7, 'Kansas': 1, 'Utah': 1, 'Virginia': 1, 'Oregon': 1, 'Tennessee': 1, 'California': 4, 'Massachusetts': 2, 'New Hampshire': 1, 'Alberta (Canada)': 1, 'Pennsylvania': 8, 'Florida': 3, 'Kentucky': 3, 'Rhode Island': 2, 'Arizona': 1, 'Missouri': 5, 'Ohio': 4, 'Alabama': 3, 'Colorado': 2, 'New Jersey': 1, 'Washington': 1, 'North Carolina': 1, 'New York': 5, 'Nevada': 1}","100","755","24","63","115","249","68","2"
"Pabst Blue Ribbon Light","Pabst Brewing Company","64","http://beeradvocate.com/beer/profile/447/2195/?sort=topr","Light Lager","{'Iowa': 1, 'Arizona': 1, 'Wisconsin': 1, 'Colorado': 6, 'Pennsylvania': 4, 'Michigan': 3, 'Kansas': 1, 'Florida': 1, 'Minnesota': 4, 'Rhode Island': 1, 'Nebraska': 2, 'California': 4, 'Massachusetts': 3, 'Missouri': 4, 'Ohio': 4, 'Alabama': 1, 'France': 1, 'Maryland': 1, 'Texas': 2}","45","369","10","34","45","96","39","0"
"Dixie Jazz","Dixie Brewing Co.","64","http://beeradvocate.com/beer/profile/404/6969/?sort=topr","Light Lager","{'Mississippi': 1, 'Alberta (Canada)': 1, 'Minnesota': 1, 'Illinois': 4, 'Ohio': 2, 'Louisiana': 2, 'Texas': 2, 'Korea (North)': 1, 'Wisconsin': 3, 'Michigan': 4, 'Oregon': 1, 'California': 1, 'Massachusetts': 3, 'South Carolina': 1, 'Oklahoma': 2, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 3, 'Florida': 3, 'Rhode Island': 1, 'Missouri': 6, 'Iowa': 1, 'Colorado': 4, 'New Jersey': 3, 'Washington': 1, 'New York': 5}","59","357","55","98","197","139","74","9"
"Corona Light","Grupo Modelo S.A. de C.V.","47","http://beeradvocate.com/beer/profile/75/233/?sort=topr","Light Lager","{'Oklahoma': 1, 'Wyoming': 1, 'Minnesota': 2, 'Illinois': 5, 'Georgia': 4, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 1, 'Texas': 2, 'Ontario (Canada)': 3, 'Arizona': 2, 'Iowa': 1, 'Michigan': 2, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 2, 'Montana': 3, 'California': 7, 'Massachusetts': 7, 'West Virginia': 1, 'South Carolina': 2, 'Thailand': 1, 'Alberta (Canada)': 1, 'Wisconsin': 1, 'Vermont': 1, 'Netherlands': 1, 'Pennsylvania': 6, 'Florida': 5, 'Kentucky': 3, 'Missouri': 1, 'Ohio': 4, 'Alabama': 1, 'Colorado': 2, 'New Jersey': 6, 'Washington': 2, 'North Carolina': 4, 'New York': 4, 'District of Columbia': 2, 'Maine': 1}","100","859","39","72","74","245","107","2"
"Light","Abita Brewing Co.","71","http://beeradvocate.com/beer/profile/3/13769/?sort=topr","Light Lager","{'Mississippi': 1, 'Minnesota': 2, 'Illinois': 3, 'Arkansas': 1, 'Maryland': 4, 'Louisiana': 7, 'Texas': 9, 'Arizona': 1, 'Iowa': 1, 'Michigan': 2, 'Virginia': 4, 'Oregon': 1, 'District of Columbia': 1, 'California': 1, 'Massachusetts': 2, 'Vermont': 1, 'Georgia': 3, 'Pennsylvania': 7, 'Florida': 1, 'Missouri': 1, 'Ohio': 4, 'Alabama': 2, 'Colorado': 1, 'New Jersey': 3, 'North Carolina': 3, 'New York': 7}","73","749","34","49","156","165","112","4"
"Sleeman Clear","Sleeman Breweries Ltd.","49","http://beeradvocate.com/beer/profile/415/12699/?sort=topr","Light Lager","{'Iowa': 1, 'New Jersey': 2, 'Quebec (Canada)': 3, 'Alberta (Canada)': 4, 'Minnesota': 1, 'Pennsylvania': 2, 'New York': 2, 'Massachusetts': 1, 'Ohio': 1, 'Ontario (Canada)': 17, 'Michigan': 1, 'British Columbia (Canada)': 1}","37","241","11","17","12","82","38","2"
"Bud Light","Anheuser-Busch","47","http://beeradvocate.com/beer/profile/29/1320/?sort=topr","Light Lager","{'Mississippi': 1, 'Alberta (Canada)': 2, 'Minnesota': 1, 'Illinois': 5, 'Indiana': 3, 'Maryland': 3, 'Louisiana': 1, 'Texas': 5, 'Ontario (Canada)': 1, 'Tennessee': 1, 'Wisconsin': 1, 'Michigan': 8, 'Kansas': 1, 'Connecticut': 1, 'Montana': 1, 'California': 4, 'Massachusetts': 3, 'West Virginia': 1, 'South Carolina': 2, 'New Hampshire': 3, 'Spain': 1, 'Netherlands': 1, 'Pennsylvania': 2, 'Florida': 2, 'Rhode Island': 2, 'Missouri': 3, 'Ohio': 2, 'Alabama': 2, 'Colorado': 3, 'New Jersey': 2, 'Washington': 4, 'North Carolina': 1, 'New York': 3, 'Maine': 1, 'British Columbia (Canada)': 1}","100","768","35","54","129","230","91","1"
"Michelob Ultra Fruit Pomegranate Raspberry","Anheuser-Busch","55","http://beeradvocate.com/beer/profile/29/36327/?sort=topr","Light Lager","{'Minnesota': 3, 'Illinois': 5, 'Indiana': 2, 'Maryland': 3, 'Louisiana': 3, 'Texas': 6, 'Iowa': 1, 'Wisconsin': 2, 'Michigan': 4, 'Virginia': 4, 'Connecticut': 3, 'New York': 2, 'New Hampshire': 2, 'Massachusetts': 2, 'West Virginia': 2, 'South Carolina': 1, 'California': 3, 'Vermont': 1, 'Georgia': 3, 'North Dakota': 1, 'Pennsylvania': 6, 'Florida': 3, 'Kentucky': 3, 'Sweden': 1, 'Missouri': 6, 'Ohio': 3, 'Alabama': 2, 'Colorado': 3, 'New Jersey': 2, 'Washington': 1, 'North Carolina': 3, 'District of Columbia': 1}","89","536","46","221","156","257","38","4"
"Tecate Light","Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","57","http://beeradvocate.com/beer/profile/57/11704/?sort=topr","Light Lager","{'Netherlands': 1, 'Wisconsin': 1, 'Colorado': 1, 'Mexico': 7, 'Pennsylvania': 1, 'Washington': 1, 'Michigan': 2, 'New Hampshire': 1, 'Florida': 1, 'Illinois': 4, 'Arizona': 2, 'California': 6, 'New Mexico': 1, 'Arkansas': 1, 'Missouri': 1, 'Ohio': 1, 'Louisiana': 1, 'Texas': 5}","39","340","13","15","53","85","44","0"
"Miller Genuine Draft Light 64 Lemonade","Miller Brewing Co.","51","http://beeradvocate.com/beer/profile/105/68248/?sort=topr","Light Lager","{'Wisconsin': 4, 'Pennsylvania': 5, 'Michigan': 1, 'Washington': 1, 'Kentucky': 1, 'Illinois': 5, 'Connecticut': 1, 'California': 2, 'New Mexico': 1, 'Ohio': 2, 'Maryland': 1, 'Nevada': 1, 'Texas': 1}","26","161","13","118","86","64","12","1"
"Genny Light","Genesee Brewing Co. / Dundee Brewing Co.","62","http://beeradvocate.com/beer/profile/302/855/?sort=topr","Light Lager","{'Arkansas': 1, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 1, 'Ontario (Canada)': 2, 'Arizona': 1, 'Wisconsin': 2, 'Michigan': 8, 'Virginia': 1, 'Oregon': 1, 'Montana': 1, 'New Hampshire': 1, 'Massachusetts': 5, 'Georgia': 1, 'Pennsylvania': 8, 'Florida': 4, 'Kentucky': 2, 'Rhode Island': 1, 'Missouri': 2, 'Ohio': 6, 'New York': 13, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 2, 'District of Columbia': 1}","70","610","27","49","108","128","65","1"
"Northern Light Lager","Granite City Food &amp; Brewery","70","http://beeradvocate.com/beer/profile/1819/36971/?sort=topr","Light Lager","{'Mississippi': 1, 'Georgia': 1, 'Iowa': 2, 'Colorado': 1, 'New Jersey': 1, 'Virginia': 1, 'Minnesota': 7, 'Illinois': 3, 'Pennsylvania': 1, 'Nebraska': 1, 'California': 3, 'Massachusetts': 1, 'Missouri': 3, 'Indiana': 1, 'Texas': 1}","28","272","23","14","91","65","46","2"
"Michelob Ultra Amber","Anheuser-Busch","57","http://beeradvocate.com/beer/profile/29/28001/?sort=topr","Light Lager","{'Mississippi': 1, 'Iowa': 2, 'Oklahoma': 1, 'Minnesota': 2, 'Illinois': 2, 'Maryland': 2, 'Louisiana': 2, 'Texas': 5, 'Arizona': 2, 'Wisconsin': 2, 'Michigan': 3, 'Utah': 1, 'Virginia': 6, 'Connecticut': 2, 'Tennessee': 2, 'California': 5, 'Massachusetts': 4, 'West Virginia': 1, 'South Carolina': 2, 'New Hampshire': 1, 'Vermont': 1, 'Georgia': 4, 'Pennsylvania': 8, 'Florida': 7, 'Kentucky': 1, 'Missouri': 5, 'Ohio': 5, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 3, 'Washington': 2, 'North Carolina': 4, 'New York': 5, 'Nevada': 2, 'Maine': 1}","100","595","82","71","236","208","109","3"
"Natural Light","Anheuser-Busch","45","http://beeradvocate.com/beer/profile/29/1524/?sort=topr","Light Lager","{'Iowa': 1, 'Oklahoma': 2, 'Illinois': 3, 'Indiana': 5, 'Maryland': 4, 'Louisiana': 2, 'Texas': 4, 'Ontario (Canada)': 1, 'Arizona': 1, 'Wisconsin': 1, 'Michigan': 5, 'Korea (South)': 1, 'Utah': 1, 'Virginia': 3, 'Connecticut': 1, 'Montana': 1, 'New Hampshire': 2, 'Massachusetts': 5, 'South Carolina': 1, 'California': 6, 'Alberta (Canada)': 1, 'Georgia': 2, 'Pennsylvania': 4, 'Florida': 4, 'Hawaii': 1, 'Kentucky': 3, 'Rhode Island': 1, 'Missouri': 6, 'Ohio': 6, 'Alabama': 2, 'Colorado': 2, 'Mexico': 1, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 6, 'New York': 2}","100","687","15","49","97","205","69","2"
"Shiner Light","Spoetzl Brewery","72","http://beeradvocate.com/beer/profile/143/12415/?sort=topr","Light Lager","{'Mississippi': 1, 'Oklahoma': 1, 'Wyoming': 1, 'Minnesota': 3, 'Arkansas': 1, 'Maryland': 1, 'Louisiana': 3, 'Idaho': 1, 'Wisconsin': 2, 'Iowa': 1, 'Michigan': 3, 'Kansas': 1, 'Virginia': 2, 'California': 1, 'Texas': 30, 'Belgium': 1, 'Georgia': 2, 'Pennsylvania': 1, 'Kentucky': 1, 'Rhode Island': 1, 'South Carolina': 2, 'Missouri': 2, 'Ohio': 2, 'Colorado': 1, 'Saskatchewan (Canada)': 1, 'New York': 3}","69","544","57","38","181","160","132","0"
"Bud Light Platinum","Anheuser-Busch","55","http://beeradvocate.com/beer/profile/29/76899/?sort=topr","Light Lager","{'Alberta (Canada)': 2, 'Wyoming': 1, 'Minnesota': 3, 'Illinois': 1, 'Arkansas': 1, 'New Brunswick (Canada)': 1, 'Indiana': 2, 'Maryland': 5, 'Louisiana': 2, 'Texas': 4, 'Ontario (Canada)': 2, 'Wisconsin': 2, 'Michigan': 2, 'Oregon': 2, 'Connecticut': 1, 'California': 7, 'Massachusetts': 4, 'South Carolina': 3, 'Georgia': 1, 'Pennsylvania': 9, 'Quebec (Canada)': 1, 'Florida': 2, 'Hawaii': 1, 'Rhode Island': 1, 'Missouri': 2, 'Ohio': 8, 'New Jersey': 4, 'Washington': 2, 'North Carolina': 3, 'New York': 6, 'Nevada': 1, 'Maine': 1, 'New Mexico': 1}","100","766","57","100","236","252","84","5"
